"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","Molecular.Weight","AlogP"
"CHEMBL4090835","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(F)c(F)c3","IC50","'='",280,"nM",6.55,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,353.3,2.32
"CHEMBL4083045","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)Cc4ccc(OC(F)(F)F)cc4)cc3","IC50","'='",440,"nM",6.36,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,534.47,4.12
"CHEMBL4078408","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)Cc4c(F)c(F)c(F)c(F)c4F)cc3","IC50","'='",340,"nM",6.47,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,540.42,3.92
"CHEMBL1627551","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC/C/2=N\O","IC50","'='",80,"nM",7.1,"CHEMBL3559","Steryl-sulfatase","CHEMBL1132331","In vitro inhibition of estrone sulfatase in placental microsomes","J. Med. Chem.",1999,364.47,2.96
"CHEMBL3612306","COP(=S)(Oc1ccc2C3=C(CCCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCCC6)C(=O)Oc5c4","IC50","'='",14830,"nM",4.83,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,524.53,5.99
"CHEMBL3622364","CCN(Cc1ccc(cc1)C(=O)N2CCc3ccc(OS(=O)(=O)N)cc3C2)Cc4ccccn4","IC50","'='",300,"nM",6.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS (unknown origin) expressed in HEK293 cells","J. Med. Chem.",2015,480.59,2.88
"CHEMBL364332","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)c(Br)cc34)[C@@H]1CCC2=O","IC50","'='",1.65,"nM",8.78,"CHEMBL3559","Steryl-sulfatase","CHEMBL2010652","Inhibition of steroid sulfatase in human placental microsomes using [3H]E1S as substrate after 30 mins by scintillation spectrometry","Bioorg. Med. Chem.",2012,428.35,3.46
"CHEMBL2011408","C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(OS(=O)(=O)N)c4[N+](=O)[O-])[C@@H]1CCC2=O","IC50","'='",0.01,"nM",11,"CHEMBL3559","Steryl-sulfatase","CHEMBL2010652","Inhibition of steroid sulfatase in human MCF7 cells using [3H]E1S as substrate after 20 hrs by scintillation spectrometry","Bioorg. Med. Chem.",2012,394.45,2.6
"CHEMBL4067505","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)Cc4ccc(F)c(F)c4)cc3","IC50","'='",360,"nM",6.44,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,486.45,3.5
"CHEMBL480321","NS(=O)(=O)Oc1ccc(cc1Br)[C@H](c2ccc(cc2)C#N)n3cncn3","IC50","'='",553,"nM",6.26,"CHEMBL3559","Steryl-sulfatase","CHEMBL1155113","Inhibition of steroid sulfatase activity in human JEG3 cells","J. Med. Chem.",2008,434.28,2.13
"CHEMBL2011418","C[C@@]12CCC[C@H]1[C@@H]3CCc4cc(OS(=O)(=O)N)ccc4[C@H]3CC2","IC50","'='",199,"nM",6.7,"CHEMBL3559","Steryl-sulfatase","CHEMBL2010652","Inhibition of steroid sulfatase in human placental microsomes using [3H]E1S as substrate after 30 mins by scintillation spectrometry","Bioorg. Med. Chem.",2012,335.47,3.52
"CHEMBL2011422","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)c(cc34)C(F)F)[C@@H]1CCC2=O","IC50","'='",0.1,"nM",10,"CHEMBL3559","Steryl-sulfatase","CHEMBL2010652","Inhibition of steroid sulfatase in human placental microsomes using [3H]E1S as substrate after 30 mins by scintillation spectrometry","Bioorg. Med. Chem.",2012,399.46,3.63
"CHEMBL275331","CC1=C(C)c2ccc(OS(=O)(=O)N)cc2OC1=O","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human MCF7 cells","J. Med. Chem.",2015,269.28,0.99
"CHEMBL155465","NS(=O)(=O)Oc1ccc(cc1)C(=O)OC2CCCCCCC2","IC50","'='",170,"nM",6.77,"CHEMBL3559","Steryl-sulfatase","CHEMBL1147419","Inhibition of estrone sulfatase","Bioorg. Med. Chem. Lett.",2004,327.4,2.54
"CHEMBL219321","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC[C@@H]2O","IC50","'='",16,"nM",7.8,"CHEMBL3559","Steryl-sulfatase","CHEMBL1138865","Inhibition of STS in placental microsomes by radiometric assay","J. Med. Chem.",2006,351.47,2.49
"CHEMBL311899","COC(=O)c1ccc(OS(=O)(=O)N)cc1","IC50","'='",31600,"nM",4.5,"CHEMBL3559","Steryl-sulfatase","CHEMBL1147419","Inhibition of estrone sulfatase","Bioorg. Med. Chem. Lett.",2004,231.23,0.06
"CHEMBL598629","NS(=O)(=O)Oc1ccc(cc1)c2cccc(Cn3cncn3)c2","IC50","'='",5500,"nM",5.26,"CHEMBL3559","Steryl-sulfatase","CHEMBL1157574","Inhibition of steroid sulfatase in human JEG3 cells by scintillation spectrometry","J. Med. Chem.",2010,330.37,1.58
"CHEMBL1627626","CCCCc1ccc(C[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C)cc1","IC50","'='",25,"nM",7.6,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,418.62,6.56
"CHEMBL359199","CCCCCC12CCC(CC1)C(C2)C3=CC(=O)c4cc(OS(=O)(=O)N)ccc4O3","IC50","'='",11,"nM",7.96,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145899","Inhibition of steroid sulfatase","J. Med. Chem.",2003,419.54,4.62
"CHEMBL1627612","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)CCc5ccccc5","IC50","'='",620,"nM",6.21,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,376.54,5.61
"CHEMBL137424","NS(=O)(=O)Oc1ccc2OC(=CC(=O)c2c1)c3ccccc3","IC50","'='",672,"nM",6.17,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,317.32,2.04
"CHEMBL25760","COc1c2CCc3cc(\C=N\N=C(/S)\NC4CCC(C)CC4)c(C(=O)O)c(O)c3c2c(O)c5C(=O)c6cc(O)c(C)c(O)c6C(=O)c15","IC50","'='",4000,"nM",5.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,659.72,4.85
"CHEMBL422576","COc1c2CCc3cc4C(O)OC(=O)c4c(O)c3c2c(O)c5C(=O)c6cc(O)c(C)c(O)c6C(=O)c15","IC50","'='",41000,"nM",4.39,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,490.42,2.53
"CHEMBL26958","COc1ccc(N\C(=N\N=C\c2cc3CCc4c(OC)c5C(=O)c6c(O)c(C)c(O)cc6C(=O)c5c(O)c4c3c(O)c2C(=O)O)\S)cc1","IC50","'='",23000,"nM",4.64,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,669.67,4.81
"CHEMBL286518","COc1c2CCc3cc(\C=N\N=C(/S)\NC(C)C)c(C(=O)O)c(O)c3c2c(O)c4C(=O)c5cc(O)c(C)c(O)c5C(=O)c14","IC50","'='",24000,"nM",4.62,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,605.63,3.68
"CHEMBL27721","CCC\N=C(/S)\N\N=C\c1cc2CCc3c(OC)c4C(=O)c5c(O)c(C)c(O)cc5C(=O)c4c(O)c3c2c(O)c1C(=O)O","IC50","'='",20000,"nM",4.7,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,605.62,3.68
"CHEMBL1627953","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)Cc5cccc6ccccc56","IC50","'='",120,"nM",6.92,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,412.57,6.38
"CHEMBL285331","CCCC\N=C(/S)\N\N=C\c1cc2CCc3c(OC)c4C(=O)c5c(O)c(C)c(O)cc5C(=O)c4c(O)c3c2c(O)c1C(=O)O","IC50","'='",6000,"nM",5.22,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,619.65,4.07
"CHEMBL27369","COc1c2CCc3cc(\C=N\N=C(/S)\NC4CCCCCC4)c(C(=O)O)c(O)c3c2c(O)c5C(=O)c6cc(O)c(C)c(O)c6C(=O)c15","IC50","'='",1800,"nM",5.75,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,659.72,5
"CHEMBL286960","CCCCCC\N=C(/S)\N\N=C\c1cc2CCc3c(OC)c4C(=O)c5c(O)c(C)c(O)cc5C(=O)c4c(O)c3c2c(O)c1C(=O)O","IC50","'='",8000,"nM",5.1,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,647.71,4.85
"CHEMBL3622010","NS(=O)(=O)Oc1ccc2C3=C(CCCCCC3)C(=O)Oc2c1","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,323.37,2.03
"CHEMBL3622009","NS(=O)(=O)Oc1ccc2C3=C(CCCC3)C(=O)Oc2c1","IC50","'='",70,"nM",7.16,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,295.32,1.25
"CHEMBL23865","NS(=O)(=O)Oc1ccc(F)cc1","IC50","'='",537000,"nM",NA,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135300","In vitro inhibition of estrone sulfatase.","Bioorg. Med. Chem. Lett.",2002,191.18,0.41
"CHEMBL1945913","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(c5)C#N","IC50","'='",137,"nM",6.86,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,436.58,4.47
"CHEMBL1947221","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(c5)C(F)(F)F","IC50","'='",23,"nM",7.64,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,479.56,5.61
"CHEMBL183635","O=COc1ccc2nc(oc2c1)C=C3C4CC5CC(CC3C5)C4","IC50","'='",1500,"nM",5.82,"CHEMBL3559","Steryl-sulfatase","CHEMBL1137040","Inhibition of purified human steroid sulfatase","Bioorg. Med. Chem. Lett.",2004,309.37,4.2
"CHEMBL1945910","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(Cl)c5","IC50","'='",67,"nM",7.17,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,446.01,5.25
"CHEMBL3612349","OP(=S)(Oc1ccc2C3=C(CCCCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCCCC6)C(=O)Oc5c4","IC50","'='",5510,"nM",5.26,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,538.56,6.11
"CHEMBL1945898","Cc1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",207,"nM",6.68,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,425.59,4.9
"CHEMBL1945900","CCCCc1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",26,"nM",7.58,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,467.68,5.94
"CHEMBL1945901","CCCCCc1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",51,"nM",7.29,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,481.7,6.33
"CHEMBL137262","CCCC1=CC(=O)c2cc(OS(=O)(=O)N)ccc2O1","IC50","'='",722,"nM",6.14,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,283.31,1.33
"CHEMBL108483","NS(=O)(=O)Oc1ccc(CN(c2ccc(cc2)C#N)n3cnnc3)cc1Br","IC50","'='",39,"nM",7.41,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136793","In vitro inhibition of [6,7-3H]E1S binding to steroid sulfatase in JEG-3 human placental carcinoma cells","J. Med. Chem.",2003,449.29,1.96
"CHEMBL137227","NS(=O)(=O)Oc1ccc2C(=O)C=C(Oc2c1)C3CCCCC3","IC50","'='",6330,"nM",5.2,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,323.37,2.42
"CHEMBL341736","NS(=O)(=O)Oc1ccc2OC(=CC(=O)c2c1)C3C4CC5CC(CC3C5)C4","IC50","'='",5.6,"nM",8.25,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,375.45,2.92
"CHEMBL219273","CSc1cc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2cc1OS(=O)(=O)N)OS(=O)(=O)N","IC50","'='",320,"nM",6.5,"CHEMBL3559","Steryl-sulfatase","CHEMBL1138865","Inhibition of STS in placental microsomes by radiometric assay","J. Med. Chem.",2006,476.64,2.44
"CHEMBL221802","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC[C@@H]2OS(=O)(=O)N","IC50","'='",18,"nM",7.75,"CHEMBL3559","Steryl-sulfatase","CHEMBL1138865","Inhibition of STS in placental microsomes by radiometric assay","J. Med. Chem.",2006,430.55,1.71
"CHEMBL1835539","C[C@]12CC[C@H]3[C@@H](CCc4c(F)c(O)ccc34)[C@@H]1CCC2=O","IC50","'='",3300,"nM",5.48,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,288.36,3.96
"CHEMBL189051","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(Br)cc34)[C@@H]1CCC2=O","IC50","'='",40000,"nM",4.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,349.27,4.58
"CHEMBL1835541","C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(O)c4[N+](=O)[O-])[C@@H]1CCC2=O","IC50","'='",2400,"nM",5.62,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,315.37,3.73
"CHEMBL1947219","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(F)c5","IC50","'='",112,"nM",6.95,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,429.56,4.73
"CHEMBL1947220","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccc(F)cc5","IC50","'='",479,"nM",6.32,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,429.56,4.73
"CHEMBL1947224","COc1cccc(c1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",193,"nM",6.71,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,441.59,4.6
"CHEMBL1947228","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)Cc5ccc6ccccc6c5","IC50","'='",120,"nM",6.92,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,412.57,6.38
"CHEMBL3622030","CC\C(=C(\CC)/c1ccc(OS(=O)(=O)N)cc1)\c2ccc(OS(=O)(=O)N)cc2","IC50","'='",10,"nM",8,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human MCF7 cells","J. Med. Chem.",2015,426.52,2.58
"CHEMBL592320","NS(=O)(=O)Oc1ccc(cc1)c2ccc(cc2C#N)C#N","IC50","'='",16.3,"nM",7.79,"CHEMBL3559","Steryl-sulfatase","CHEMBL1157574","Inhibition of steroid sulfatase in human JEG3 cells by scintillation spectrometry","J. Med. Chem.",2010,299.31,1.68
"CHEMBL598211","NS(=O)(=O)Oc1ccc(cc1Cl)c2ccc(Cn3cncn3)cc2C#N","IC50","'='",29,"nM",7.54,"CHEMBL3559","Steryl-sulfatase","CHEMBL1157574","Inhibition of steroid sulfatase in human JEG3 cells by scintillation spectrometry","J. Med. Chem.",2010,389.82,2.1
"CHEMBL1945893","Cc1ccc(cc1)S(=O)(=O)N[C@@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",341,"nM",6.47,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,425.59,4.9
"CHEMBL1945905","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccc(Oc6ccccc6)cc5","IC50","'='",39,"nM",7.41,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,503.66,6.39
"CHEMBL1945911","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccc(Cl)cc5","IC50","'='",271,"nM",6.57,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,446.01,5.25
"CHEMBL1947223","Cc1cccc(c1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",65,"nM",7.19,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,425.59,4.9
"CHEMBL1835537","C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(O)c4C(=O)O)[C@@H]1CCC2=O","IC50","'='",215000,"nM",NA,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,314.38,3.52
"CHEMBL1835540","C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(O)c4C#N)[C@@H]1CCC2=O","IC50","'='",6700,"nM",5.17,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,295.38,3.69
"CHEMBL3622027","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC(=O)N(Cc5ccccc5)C2=O","IC50","'='",3,"nM",8.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome in presence of [3H]-estrone sulfate","J. Med. Chem.",2015,468.58,3.29
"CHEMBL592131","NS(=O)(=O)Oc1ccc(cc1Cl)c2cc(Cn3cncn3)ccc2C#N","IC50","'='",5.5,"nM",8.26,"CHEMBL3559","Steryl-sulfatase","CHEMBL1157574","Inhibition of steroid sulfatase in human JEG3 cells by scintillation spectrometry","J. Med. Chem.",2010,389.82,2.1
"CHEMBL440159","Brc1ccc(cc1)S(=O)(=O)NC(=O)N2[C@@H]3CC[C@H]2C[C@H](C3)OC(=O)Cc4ccccc4","IC50","'='",6150,"nM",5.21,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136312","Inhibitory activity against Steroid sulfatase expressed in CHO cells","Bioorg. Med. Chem. Lett.",2003,507.41,3.63
"CHEMBL599442","NS(=O)(=O)Oc1ccc(cc1Cl)c2ccc(C#N)c(Cn3cncn3)c2","IC50","'='",32.6,"nM",7.49,"CHEMBL3559","Steryl-sulfatase","CHEMBL1157574","Inhibition of steroid sulfatase in human JEG3 cells by scintillation spectrometry","J. Med. Chem.",2010,389.82,2.1
"CHEMBL3806088","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC[C@@]2(O)Cc5ccc(O)cc5","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,457.59,3.8
"CHEMBL479559","NS(=O)(=O)Oc1ccc(cc1Br)[C@@H](c2ccc(cc2)C#N)n3cncn3","IC50","'='",4633,"nM",5.33,"CHEMBL3559","Steryl-sulfatase","CHEMBL1155113","Inhibition of steroid sulfatase activity in human JEG3 cells","J. Med. Chem.",2008,434.28,2.13
"CHEMBL592376","NS(=O)(=O)Oc1ccc(cc1)c2ccc(C#N)c(Cn3cncn3)c2","IC50","'='",140,"nM",6.85,"CHEMBL3559","Steryl-sulfatase","CHEMBL1157574","Inhibition of steroid sulfatase in human JEG3 cells by scintillation spectrometry","J. Med. Chem.",2010,355.38,1.45
"CHEMBL3622059","NS(=O)(=O)Oc1ccc(SCCCCCN(c2ccc(cc2)C#N)n3cnnc3)cc1","IC50","'='",1000,"nM",6,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity (unknown origin) expressed in JEG-3 cells","J. Med. Chem.",2015,458.57,2.96
"CHEMBL3612308","OP(=S)(Oc1ccc2C3=C(CCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCC6)C(=O)Oc5c4","IC50","'='",26940,"nM",4.57,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,482.45,4.55
"CHEMBL3612304","ClP(=S)(Oc1ccc2C3=C(CCCCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCCCC6)C(=O)Oc5c4","IC50","'='",7040,"nM",5.15,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,557,7.36
"CHEMBL3797224","NS(=O)(=O)Oc1ccc(NC(=O)C2CCCCC2)cc1","IC50","'='",1.7,"nM",8.77,"CHEMBL3559","Steryl-sulfatase","CHEMBL3797075","Inhibition of steroid sulfatase in human JEG-3 cells assessed as [14C]-Estrone formation using [3H]E1S as substrate","Bioorg. Med. Chem.",2016,298.36,1.79
"CHEMBL1672978","NS(=O)(=O)Oc1ccc(CN(c2ccc(C#N)c(c2)c3ccccc3)n4cnnc4)cc1Cl","IC50","'='",0.83,"nM",9.08,"CHEMBL3559","Steryl-sulfatase","CHEMBL1671847","Inhibition of steroid sulfatase in human JEG-3 cells using [6,7-3H]E1S after 1 hr by scintillation spectrometry","ACS Med. Chem. Lett.",2011,480.94,3.52
"CHEMBL3827021","NS(=O)(=O)Oc1ccc2C3CCCCCCCCCCC3C(=O)Oc2c1","IC50","'='",1,"nM",9,"CHEMBL3559","Steryl-sulfatase","CHEMBL3826918","Inhibition of placental sulphatase (unknown origin)","Eur. J. Med. Chem.",2016,381.49,3.8
